,Examples,Labels
35013, i totally would house you if i lived there,neutral
35014,this ones for the childrenthe children of the worldagain i say happy mommies day to all and me too,happiness
35015,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,love
35016,has just figured out his username and password for his twitter account,worry
35017, awh it was so nice to see you,happiness
35018, it was fun anywaythanks for taking pics with us last minute,happiness
35019,amost there,happiness
35020, thanks for the message been a fan since forever actually met you back in  so glad i stumbled upon your twitter,happiness
35021,hello everybody tis a cloudy day here in amanzimtoti today,neutral
35022, thanks for the recommendation,happiness
35023,would like to remind people that i am out of kansai scene and whatever the current issue is like i have had nothing to do with it,neutral
35024, aw herewaz up seriously glad yall had fun too bad my invite got lost in the mail lol peace xo,sadness
35025,i wanna say happy mothers day to all the moms including mine love u mama,relief
35026,is leaving in the morning to go to her mommys,neutral
35027, since im reading the twilight series and watching underworld today i gotta sayperfect pic for my day,happiness
35028,had a  raw day,hate
35029,feelin nice after this bottle of bacardi,love
35030,going to bed now thinks i twitter way too much,neutral
35031,well sunday the weather looks great gone take my bike to visite my mom on her day,happiness
35032,tonight was fun,happiness
35033,im off  dream awhile thanks  everything tweeple many blessings amp much joy peace love amp happiness  u all hope ur dreams come tru,love
35034, that was so much fun the banana dessert alone is worth the trip to austin well be back soon,fun
35035,happy mothers day,love
35036,first night sleeping in my new home,happiness
35037, to bad yo dint cast to late times like am,neutral
35038, hours till mothers day party yeah,love
35039, is okay hearts getting lovin sorry for sneezes,love
35040,watching videos on youtube with the bf thinking about going to bed soon,fun
35041,laundry and loud music relaxing,relief
35042, minutes until im off from work i guess ill go back to work in  minutes its slow today thank god for one of those days,relief
35043, congrats i highly doubt ull have buyers remorseuve wanted that car for a while,happiness
35044,cant sleep fucking morning will come to soon have to rest it will be a new day a perfect day to start new changes,worry
35045, it is so hard truck and fish please,fun
35046, beer from japan google it,worry
35047,lip syncing quotim so excitedquot wit blairr then were gonna youtube it,worry
35048, chowder is the shit,neutral
35049,happy mothers day,neutral
35050,happy mothers day,surprise
35051,i just received a mothers day card from my lovely daughter wishing my a happy mothers day ,love
35052,good morning,neutral
35053,loves it when mom and dad come to visit nothin better,love
35054, happy birthday sweetie have a great day in the best place of the word sorry chicago jeje,happiness
35055, luv it so true,love
35056,had a wonderful evening with those i love,love
35057,my sidekick is awkward flashing oh well leaving my mommy out her flowers and stuff,fun
35058, yes people skills and social manners are quite nice if you a few billion guess you need more love to gently guide you,worry
35059,i love it when justin timberlake hosts snl hilarious,love
35060, happy moms day to you too,relief
35061,jt should just be a regular on snl,neutral
35062,happy mothers day to all you mothers out there i love my mom goodnight everyonee ,love
35063, ui where arre you going to study,neutral
35064,loves him but most importantly loves my mom happy mothers day,love
35065, nope just whatever you speakin a couple tweets ago lol but fuck it i can get u a raider jersey,worry
35066,add me up friendster,surprise
35067,night peeps hope you all had a great day untill tomorrow,enthusiasm
35068,goin to bed goodnight everyone,happiness
35069, have an amazing time with your mommas tomorrow show them how much they mean to you whatever you do they will love it,love
35070,finally leavin tha studiomade some really really good music very pleased wit tha turnout ,relief
35071, yes i blame you all,sadness
35072, jess just posted some hawt pics on the board j  u should check them out,fun
35073,tram booked im arriving medan on th june hours,fun
35074, too many germn rodrguezs results which one are you i mean how do you look like in your profile picture,fun
35075, awe man that sucks everyone makes mistakes i have a feeling that people can forgive you,worry
35076, would that just eat away at your masculinity what masculinity did you have p haha ud probs beat me tho haha xo,love
35077, when i heard quotno onequot from alicia keys like  minutes ago you made my night,surprise
35078,im also on plurk try it,love
35079,well it was very inspirative day theres no room for design in todays schedule so im heading to bed,happiness
35080,i hate having the same hair for too long i think i want super long hair now,neutral
35081, yeah shes done it several times my dumerils boa did it a few times w no prob just wonder if my hognose needs bigger food,worry
35082,  one of the presents that i made my mom,neutral
35083, not to forget cinnamon,neutral
35084, haha i should but i wont lol then i might miss something,neutral
35085,i am a big fan of danny dyer i have to say this movie looks awesome ,love
35086, youre welcome sweety muah xoxox luv ya,love
35087,   all this flirting going on  the atg smiles yay hugs,fun
35088,memories,sadness
35089, yeah ive seen that before funny hey honey jill just sent me a dick in a box,worry
35090,push was amazing,happiness
35091,going to bed stores are closed,surprise
35092,i think i just about have all my info syncing properly between my mac mobile me and iphone yay finally,surprise
35093,great night,love
35094,this thing really demands a lot of time anyways gotta get some breakfast and watch narutos latest episode,happiness
35095,happy mothers day everyone,love
35096, mmmmmm ive been craving sweet potatoes and almonds im going to have to incorporate those super foods tomorrow,neutral
